Nro Registro,Especie,Condición genética,Nombre botánico,Cultivar,Tipo,Característica,G Especie,Inscripción RNC,Inscripción RNPC,Validez RNPC,Vigencia,País,Solicitante,Representante,Evento de Transformación,
14669,ALCAUCIL,HIBRIDO,CYNARA SCOLIMUS,NUN 4051,3,,HT,2015/05/14,0000/00/00,0000/00/00,,ESP,NUNHEMS B.V,DREON MARCELO,,
12266,ALCAUCIL,HIBRIDO,CYNARA SCOLIMUS,OPAL,1,,HT,2010/03/05,0000/00/00,0000/00/00,,ESP,BAYER S.A.,EARLE GASTALDI,,
12212,ALCAUCIL,HIBRIDO,CYNARA SCOLIMUS,SYMPHONY,3,,HT,2014/08/05,2015/10/20,2035/10/20,S,ESP,NUNHEMS B.V,DREON MARCELO,,
2903,ALFALFA,,Medicago sativa L.,13 R SUPREME,3,VIII,FO,1993/04/26,1993/04/26,2013/04/26,N,USA,AGRIPRO SA,FIRPO ENRIQUE FRANCISCO,,
4928,ALFALFA,,Medicago sativa L.,330,1,IV,FO,1997/02/28,0000/00/00,0000/00/00,,USA,BIOSEM S.R.L.,CALVELO ANTONIO JOSE,,
13313,ALFALFA,,Medicago sativa L.,4N900,3,,FO,2013/07/11,2013/07/11,2033/07/11,S,USA,DAIRYLAND SEED,FORRATEC ARGENTINA S.A.,,
2099,ALFALFA,,Medicago sativa L.,5331,3,IV,FO,1990/06/15,1990/06/15,2006/08/31,N,USA,PIONEER ARGENTINA S.A.,LAURENCE HECTOR ROGER RAMON,,
3195,ALFALFA,,Medicago sativa L.,5472,3,4,FO,1993/12/21,1994/11/03,2014/11/03,N,USA,PIONEER OVERSEAS CORPORATION,PIONEER OVERSEAS CORPORATION,,
1778,ALFALFA,,Medicago sativa L.,555,1,IV,FO,1988/05/26,0000/00/00,0000/00/00,,USA,PIONEER ARGENTINA S.A.,LAURENCE HECTOR ROGER RAMON,,
4433,ALFALFA,,Medicago sativa L.,5681,3,VI,FO,1997/02/28,1997/02/28,2017/02/28,N,USA,PIONEER ARGENTINA S.A.,JOHNSTONE MARTIN ANDRES,,
2100,ALFALFA,,Medicago sativa L.,5683,3,VII,FO,1991/03/18,1991/03/18,2008/04/30,N,USA,PIONEER ARGENTINA S.A.,LAURENCE HECTOR ROGER RAMON,,
8687,ALFALFA,,Medicago sativa L.,56S82,3,VI,FO,2004/08/12,2005/03/15,2025/03/15,S,USA,PIONEER ARGENTINA S.A.,MARTIN TERESITA,,
3626,ALFALFA,,Medicago sativa L.,5715,1,VIII,FO,1994/11/28,0000/00/00,0000/00/00,,USA,PIONEER OVERSEAS CORPORATION,CHESSA ALBERTO LUIS,,
8686,ALFALFA,,Medicago sativa L.,57Q75,3,VII,FO,2004/08/12,0000/00/00,0000/00/00,,USA,PIONEER ARGENTINA S.A.,MARTIN TERESITA,,
1776,ALFALFA,,Medicago sativa L.,581,1,III,FO,1988/05/26,0000/00/00,0000/00/00,,USA,PIONEER ARGENTINA S.A.,LAURENCE HECTOR ROGER RAMON,,
8172,ALFALFA,,Medicago sativa L.,58N57,1,VIII,FO,2003/09/05,0000/00/00,0000/00/00,,USA,PIONEER ARGENTINA S.A.,MARTIN TERESITA,,
5649,ALFALFA,,Medicago sativa L.,58N58,3,VIII,FO,1998/05/26,1998/05/26,2018/05/26,N,USA,PIONEER ARGENTINA S.A.,JOHNSTONE MARTIN ANDRES,,
1777,ALFALFA,,Medicago sativa L.,5929,1,IX,FO,1988/05/26,0000/00/00,0000/00/00,,USA,PIONEER ARGENTINA S.A.,LAURENCE HECTOR ROGER RAMON,,
3795,ALFALFA,,Medicago sativa L.,5939,3,IX,FO,1995/10/24,1995/10/24,2015/10/24,N,,PIONEER OVERSEAS CORPORATION,CHESSA ALBERTO LUIS,,
7689,ALFALFA,,Medicago sativa L.,59N49,3,IX,FO,2002/10/24,2002/10/24,2022/10/24,S,USA,PIONEER ARGENTINA S.A.,MARTIN TERESITA,,
9977,ALFALFA,,Medicago sativa L.,59N59,1,,FO,2007/07/20,0000/00/00,0000/00/00,,USA,PIONEER ARGENTINA S.A.,MARTIN TERESITA,,
9750,ALFALFA,,Medicago sativa L.,617,3,,FO,2007/03/05,2007/03/05,2027/03/05,S,ARG,ARAUCA SEEDS,HIJANO EDGARDO,,
2646,ALFALFA,,Medicago sativa L.,660,3,VI,FO,1993/01/21,1993/01/21,2013/01/21,N,USA,ZENECA SAIC,"LIGUORI, EDUARDO RODOLFO",,
2647,ALFALFA,,Medicago sativa L.,770,3,VII,FO,1993/04/26,1993/04/26,2013/04/26,N,USA,ZENECA SAIC,"LIGUORI, EDUARDO RODOLFO",,
5514,ALFALFA,,Medicago sativa L.,771,3,VII,FO,1998/04/06,1998/04/06,2018/04/06,N,USA,CAL WEST SEEDS,"LIGUORI, EDUARDO RODOLFO",,
9751,ALFALFA,,Medicago sativa L.,903,3,,FO,2007/03/05,2007/03/05,2027/03/05,S,ARG,ARAUCA SEEDS,HIJANO EDGARDO,,
2734,ALFALFA,,Medicago sativa L.,990,3,IX,FO,1993/03/23,1993/03/23,2013/03/23,N,USA,ZENECA SAIC,"LIGUORI, EDUARDO RODOLFO",,
2904,ALFALFA,,Medicago sativa L.,ABI 700,3,VI,FO,1993/04/26,1993/04/26,2013/03/26,N,USA,AGRIPRO SA,MULCAHY MIGUEL A.,,
3914,ALFALFA,,Medicago sativa L.,ABT 405,3,III,FO,1996/03/29,1996/02/28,2016/02/28,N,,AGRIBIOTECH INC.,EDGARDO PETRAKOVSKY,,
3915,ALFALFA,,Medicago sativa L.,ABT 705 (CANCELADO),3,VII,FO,1997/02/28,1996/02/28,2016/02/28,N,,AGRIBIOTECH INC.,EDGARDO PETRAKOVSKY,,
3913,ALFALFA,,Medicago sativa L.,ABT 805,3,VI,FO,1997/02/28,1996/02/28,2016/02/28,N,,AGRIBIOTECH INC.,EDGARDO PETRAKOVSKY,,
9455,ALFALFA,,Medicago sativa L.,ACA 605,3,,FO,2006/11/07,2006/11/07,2026/11/07,S,ARG,ARAUCA SEEDS,HIJANO EDGARDO,,
5954,ALFALFA,,Medicago sativa L.,ACA 701,3,VII,FO,1999/10/04,1999/10/04,2019/10/04,N,USA,S&W SEED CO.,"OTEIZA, MARIA",,
5368,ALFALFA,,Medicago sativa L.,ACA 900,3,IX,FO,1997/12/09,1997/12/09,2017/12/09,N,USA,CAL WEST SEEDS,GATTI HECTOR O.,,
5304,ALFALFA,,Medicago sativa L.,ACA 901,3,VIII,FO,1997/11/28,1997/11/28,2017/11/28,N,USA,S&W SEED CO.,"OTEIZA, MARIA",,
8955,ALFALFA,,Medicago sativa L.,ACA 902,3,IX,FO,2006/07/04,2006/07/04,2026/07/04,S,USA,ASOC.COOP.ARGENTINAS C.L.,ACCASTELLO VICTOR,,
5313,ALFALFA,,Medicago sativa L.,ACCORD,1,IV,FO,1997/11/28,0000/00/00,0000/00/00,,USA,FORAGE GENETICS,"CULLEN, TOMAS RAFAEL MARIA",,
6339,ALFALFA,,Medicago sativa L.,ACHIEVER,3,VII,FO,1999/11/03,1999/11/03,2019/11/03,N,USA,"LOHSE MILL, INC.",NICOLA DOMINGO,,
2974,ALFALFA,,Medicago sativa L.,ACONCAGUA,3,V,FO,1993/12/21,1994/05/04,2014/05/04,N,ARG,LOS PRADOS S.R.L.,CIANCIO ERNESTO GUSTAVO,,
4950,ALFALFA,,Medicago sativa L.,ACTIVA (CANCELADO),3,VIII,FO,1997/04/07,1997/04/07,2017/04/07,N,USA,SANTA URSULA S.A.A.I.C.e I.,FONSECA ESEQUIEL ANGEL,,
15565,ALFALFA,,Medicago sativa L.,ADALFA DON CARLOS,3,,FO,2016/02/26,0000/00/00,0000/00/00,,ARG,AGROSEMILLAS DEL SUR S.A.,PIZZIO DANIEL ALFREDO,,
15557,ALFALFA,,Medicago sativa L.,ADALFA DON RAMON,3,,FO,2016/02/26,0000/00/00,0000/00/00,,ARG,AGROSEMILLAS DEL SUR S.A.,PIZZIO DANIEL ALFREDO,,
7288,ALFALFA,,Medicago sativa L.,ADV-7001,3,IX,FO,2001/11/07,2001/11/07,2021/11/07,N,USA,FORAGE GENETICS INC.,ROSSANIGO ROBERTO OSCAR,,
6681,ALFALFA,,Medicago sativa L.,ADV-9001,3,IX,FO,2000/03/15,2000/03/15,2020/03/15,S,USA,FORAGE GENETICS,ROSSANIGO ROBERTO OSCAR,,
6026,ALFALFA,,Medicago sativa L.,ALAZAN (CANCELADO RNPC),3,VIII,FO,1999/03/04,1999/03/04,2019/03/04,N,USA,FORAGE GENETICS,ROSSANIGO ROBERTO OSCAR,,
9465,ALFALFA,,Medicago sativa L.,ALBERT 90,3,,FO,2007/03/14,2007/03/14,2027/03/14,S,ARG,ALBERT S.A.,ALBERT ROGELIO A.,,
1620,ALFALFA,,Medicago sativa L.,ALFA 100,3,VIII,FO,1986/08/12,1986/08/12,2006/08/11,N,USA,CARGILL S.A.,SAVOIA HECTOR JULIO,,
3401,ALFALFA,,Medicago sativa L.,ALFA 200,3,9,FO,1994/06/30,1994/06/30,2014/06/30,N,USA,"W-L RESEARCH, INC.",CARGILL S.A.,,
1619,ALFALFA,,Medicago sativa L.,ALFA 50,3,VI,FO,1986/08/12,1986/08/12,2006/08/11,N,USA,CARGILL S.A.,SAVOIA HECTOR JULIO,,
5434,ALFALFA,,Medicago sativa L.,ALFA 70,3,VII,FO,1997/12/22,1997/12/22,2017/12/22,N,USA,CARGILL S.A.C.I.,"MARINO,EDUARDO A.",,
12644,ALFALFA,,Medicago sativa L.,ALFAMASTER 10,3,,FO,2011/01/19,2011/01/19,2031/01/19,S,USA,SEED TECHNOLOGY AND MARKETING,FRANZANI SRL,,
12643,ALFALFA,,Medicago sativa L.,ALFAMASTER 9,3,,FO,2011/01/19,2011/01/19,2031/01/19,S,USA,SEED TECHNOLOGY AND MARKETING,FRANZANI SRL,,
2581,ALFALFA,,Medicago sativa L.,ALGONQUIN,1,V,FO,1992/11/16,0000/00/00,0000/00/00,,CAN,CULLEN TOMAS RAFAEL MARIA,CULLEN TOMAS RAFAEL MARIA,,
5122,ALFALFA,,Medicago sativa L.,ALTO,3,VIII,FO,1997/10/20,1997/10/20,2017/10/20,N,USA,GREAT PLAINS RESEARCH COMPANY,"CULLEN, TOMAS RAFAEL MARIA",,
4982,ALFALFA,,Medicago sativa L.,AMERIGRAZE 701,3,VII,FO,1997/09/01,1997/09/01,2017/09/01,N,USA,"AGRIPRO SEEDS, INC.",FIRPO ENRIQUE FRANCISCO,,
7953,ALFALFA,,Medicago sativa L.,ANDINA,3,VI,FO,2003/10/28,2003/10/28,2023/10/28,S,ARG,INTEGRAL INSUMOS S.CINTEGRALFA,JORGE BASANO,,
916,ALFALFA,,Medicago sativa L.,ANGUIL INTA,4,IV,FO,1981/01/13,0000/00/00,0000/00/00,,ARG,,,,
2416,ALFALFA,,Medicago sativa L.,APOLLO II,3,IV,FO,1992/11/16,1992/09/01,2000/05/27,N,USA,AGRIPRO SA,LOVATO MULCAHY MIGUEL ALFREDO,,
3191,ALFALFA,,Medicago sativa L.,APOLLO SUPREME,3,IV,FO,1994/01/26,1993/12/30,2013/12/30,N,USA,AGRIPRO SA,MULCAHY MIGUEL A.,,
9168,ALFALFA,,Medicago sativa L.,APRO 9-01,3,,FO,2010/12/17,2012/04/03,2032/04/03,S,ARG,INTEGRAL INSUMOS S.CINTEGRALFA,JORGE BASANO,,
9167,ALFALFA,,Medicago sativa L.,APRO 9-02,3,,FO,2010/12/17,2012/04/03,2032/04/03,S,ARG,INTEGRAL INSUMOS S.CINTEGRALFA,JORGE BASANO,,
5263,ALFALFA,,Medicago sativa L.,AQUARIUS,3,VIII,FO,1997/11/03,1997/11/03,2017/11/03,N,AUS,SEEDCO,FRANZANI SRL,,
10956,ALFALFA,,Medicago sativa L.,AR-300,3,,FO,2013/10/18,2013/10/18,2033/10/18,S,ARG,ARAUCA SEEDS S.A.,HIJANO EDGARDO,,
10957,ALFALFA,,Medicago sativa L.,AR-301,3,,FO,2013/10/18,2013/10/18,2033/10/18,S,ARG,ARAUCA SEEDS S.A.,HIJANO EDGARDO,,
14739,ALFALFA,,Medicago sativa L.,AR-370,3,,FO,2014/04/01,2014/04/01,2034/04/01,S,ARG,ARAUCA SEEDS S.A.,HIJANO EDGARDO,,
14738,ALFALFA,,Medicago sativa L.,AR-380,1,,FO,2013/10/18,0000/00/00,0000/00/00,,ARG,ARAUCA SEEDS S.A.,HIJANO EDGARDO,,
2975,ALFALFA,,Medicago sativa L.,ARAUCANA,3,IX,FO,1993/12/21,1994/05/04,2013/08/12,N,ARG,LOS PRADOS S.R.L.,CIANCIO ERNESTO GUSTAVO,,
1167,ALFALFA,,Medicago sativa L.,ARC,4,IV,FO,1983/02/14,0000/00/00,0000/00/00,,USA,,,,
3246,ALFALFA,,Medicago sativa L.,ARCHER,1,V,FO,1993/12/21,0000/00/00,0000/00/00,,USA,BIOSEM S.R.L.,KEVORKIAN TADEO JORGE,,
12907,ALFALFA,,Medicago sativa L.,ARGENTA,1,,FO,2011/03/04,0000/00/00,0000/00/00,,ARG,ARAUCA SEEDS S.A.,HIJANO EDGARDO,,
1942,ALFALFA,,Medicago sativa L.,ARMONA,1,VIII,FO,1988/08/18,0000/00/00,0000/00/00,,USA,FRANZANI SRL,FRANZANI GUILLERMO OMAR,,
13749,ALFALFA,,Medicago sativa L.,ATILA,3,,FO,2012/07/16,0000/00/00,0000/00/00,,ARG,ARAUCA SEEDS S.A.,HIJANO EDGARDO,,
2394,ALFALFA,,Medicago sativa L.,AURORA,1,VII,FO,1991/03/18,0000/00/00,0000/00/00,,AUS,FRANZANI SRL,FRANZANI GUILLERMO OMAR,,
4107,ALFALFA,,Medicago sativa L.,B 4581,3,V,FO,1996/02/28,1996/02/28,2016/02/28,N,USA,BRETT S.A.,"SCHILDKNECHT, GUSTAVO A.",,
7291,ALFALFA,,Medicago sativa L.,BACANA,3,IX,FO,2001/11/19,0000/00/00,0000/00/00,,USA,FORAGE GENETICS ARGENTINA SRL,ROSSANIGO ROBERTO OSCAR,,
10951,ALFALFA,,Medicago sativa L.,BAR MS 9242,3,IX,FO,2009/07/14,2009/07/14,2029/07/14,S,NLD,BARENBRUG HOLLAND B.V.,PALAVERSICH Y CIA S.A.C.,,
5182,ALFALFA,,Medicago sativa L.,BARALFA 54,1,V,FO,1997/07/28,0000/00/00,0000/00/00,,USA,PALAVERSICH Y CIA. S.A.,PALAVERSICH CARLOS ANTONIO,,
5384,ALFALFA,,Medicago sativa L.,BARALFA 85,1,IX,FO,1997/11/28,0000/00/00,0000/00/00,,USA,BARENBRUG USA,PALAVERSICH CARLOS ANTONIO,,
5383,ALFALFA,,Medicago sativa L.,BARALFA 92,1,IX,FO,1997/11/28,0000/00/00,0000/00/00,,USA,,PALAVERSICH CARLOS ANTONIO,,
5382,ALFALFA,,Medicago sativa L.,BARBARA SP INTA,3,VIII,FO,1997/12/22,1997/12/22,2017/12/22,N,ARG,INTA,"GUTIERREZ, MARTA",,
1424,ALFALFA,,Medicago sativa L.,BARON,3,VII,FO,1991/03/18,1991/03/18,2000/03/11,N,USA,CRAWFORD KEEN & CIA,LACKNER HAYDEE,,
4929,ALFALFA,,Medicago sativa L.,BEACON,1,IX,FO,1997/02/28,0000/00/00,0000/00/00,,USA,BIOSEM S.R.L.,CALVELO ANTONIO JOSE,,
2943,ALFALFA,,Medicago sativa L.,BELLA,1,IV,FO,1993/11/03,0000/00/00,0000/00/00,,FRA,TOURNEUR GRANDES CULTURE,CULLEN TOMAS RAFAEL MARIA,,
1142,ALFALFA,,Medicago sativa L.,BELLOCQ MAACIC,3,V,FO,1983/10/03,0000/00/00,0000/00/00,N,ARG,CHACRA EXPERIMENTAL BELLOQ,PEREYRAS NICOLAS LUIS,,
3228,ALFALFA,,Medicago sativa L.,BELMONT,3,V,FO,1994/01/26,1993/12/30,2013/12/30,N,USA,JOSE R.PICASSO SA,JOSE R.PICASSO SA,,
1173,ALFALFA,,Medicago sativa L.,BORDENAVE INTA,4,IV,FO,1983/02/01,0000/00/00,0000/00/00,,ARG,,,,
9809,ALFALFA,,Medicago sativa L.,BRANDEMANN 156/1,3,,FO,2007/07/11,2007/07/11,2027/07/11,S,ARG,AGROPECUARIA MAYACO SA,BARNDEMANN GASPAR HECTOR,,
12586,ALFALFA,,Medicago sativa L.,BRANDEMANN PLUS-156,3,,FO,2012/04/18,2012/04/18,2032/04/18,S,ARG,AGROPECUARIA MAYACO SA,BRANDEMANN GASPAR HECTOR,,
12983,ALFALFA,,Medicago sativa L.,BRAVA GS,1,,FO,2011/03/01,0000/00/00,0000/00/00,,ARG,SEMILLERA GUASCH SRL,"GUASH,UBALDO RICARDO",,
2633,ALFALFA,,Medicago sativa L.,CALIFORNIA 55,1,VIII,FO,1992/11/16,0000/00/00,0000/00/00,,CHL,STUART-KEHOE SRL,STUART-KEHOE SRL,,
11003,ALFALFA,,Medicago sativa L.,CANDELA,3,,FO,2008/09/08,2008/09/08,2028/09/08,S,ARG,CRIADERO EL CENCERRO S.A.,DUCOS EUGENIO E.,,
7284,ALFALFA,,Medicago sativa L.,CANDOMBE,3,VI,FO,2001/11/19,2001/11/19,2021/11/19,S,USA,FORAGE GENETICS INTERNATIONAL,ROSSANIGO ROBERTO OSCAR,,
9753,ALFALFA,,Medicago sativa L.,CARABELA,3,,FO,2007/03/15,2007/03/15,2027/03/15,S,ARG,ARAUCA SEEDS,HIJANO EDGARDO,,
13882,ALFALFA,,Medicago sativa L.,CATALINA,1,,FO,2012/09/07,0000/00/00,0000/00/00,,ARG,ELIAS SEMILLAS E INSUMOS SRL,ELIAS MARCOS,,
4825,ALFALFA,,Medicago sativa L.,CATRIEL (CANCELADO),3,V,FO,1997/04/07,1997/04/07,2017/04/07,N,USA,SANTA URSULA S.A.A.I.C.e I.,POGGI VICTOR,,
9746,ALFALFA,,Medicago sativa L.,CAUTIVA I,3,,FO,2007/02/15,2007/02/15,2027/02/15,S,ARG,ARAUCA SEEDS,HIJANO EDGARDO,,
10886,ALFALFA,,Medicago sativa L.,CAUTIVA II,3,,FO,2010/12/17,2010/12/17,2030/12/17,S,ARG,ARAUCA SEEDS S.A.,HIJANO EDGARDO,,
14294,ALFALFA,,Medicago sativa L.,CAUTIVA III,3,,FO,2013/10/17,2013/10/17,2033/10/17,S,ARG,ARAUCA SEEDS S.A.,HIJANO EDGARDO,,
10813,ALFALFA,,Medicago sativa L.,CERALFA 9000,3,,FO,2009/06/24,2009/06/24,2029/06/24,S,USA,"DAIRYLAND SEED CO., INC.",FORRATEC ARGENTINA S.A.,,
10261,ALFALFA,,Medicago sativa L.,CERALFA 9100,3,,FO,2009/02/05,2009/02/05,2029/02/05,S,USA,"DAIRYLAND SEED CO., INC.",FORRATEC ARGENTINA S.A.,,
8249,ALFALFA,,Medicago sativa L.,CIALFA 67,3,VI,FO,2004/05/17,2004/05/17,2024/05/17,S,ARG,CIAGRO SANTA FE SRL,CALVO  CARLOS HUGO,,
8250,ALFALFA,,Medicago sativa L.,CIALFA 89,3,VIII,FO,2004/05/17,2004/05/17,2024/05/17,S,ARG,CIAGRO SANTA FE SRL,CALVO  CARLOS HUGO,,
2018,ALFALFA,,Medicago sativa L.,CIMARRON,3,IV,FO,1989/06/23,1989/06/23,1999/03/26,N,USA,GREAT PLAINS RESEARCH COMPANY,LLANOS SA,,
3239,ALFALFA,,Medicago sativa L.,CIMARRON VR (CANCELADO),3,V,FO,1993/12/23,1994/03/03,2011/04/30,N,USA,THADDEUS H.BUSBICE,LLANOS SA,,
13311,ALFALFA,,Medicago sativa L.,CISCO,1,,FO,2013/03/25,0000/00/00,0000/00/00,,USA,DAIRYLAND SEED,FORRATEC ARGENTINA S.A.,,
6819,ALFALFA,,Medicago sativa L.,COLONIZADORA,3,IX,FO,2001/09/06,2001/09/06,2021/09/06,S,ARG,UNIV.NACIONAL DEL LITORAL,STORERO HUGO G.,,
2994,ALFALFA,,Medicago sativa L.,CONCORDE,1,IV,FO,1993/12/21,0000/00/00,0000/00/00,,FRA,"CULLEN, TOMAS RAFAEL MARIA",CULLEN TOMAS RAFAEL MARIA,,
1933,ALFALFA,,Medicago sativa L.,CONDOR,1,VIII,FO,1989/03/16,0000/00/00,0000/00/00,,USA,ENEKA SEMILLAS S.A.,GENIN RICARDO,,
13329,ALFALFA,,Medicago sativa L.,CONSTANZA (EXP LP ARA/9),1,,FO,2011/12/30,0000/00/00,0000/00/00,,ARG,LOS PRADOS S.A.,PIÑEIRO GUSTAVO HERNAN,,
1157,ALFALFA,,Medicago sativa L.,CORDOBESA INTA,4,VI,FO,1982/12/16,0000/00/00,0000/00/00,,ARG,,,,
5467,ALFALFA,,Medicago sativa L.,CORONADO,3,IX,FO,1998/03/17,1998/03/17,2018/03/17,N,USA,FORAGE GENETICS ARGENTINA SRL,ROSSANIGO ROBERTO OSCAR,,
2226,ALFALFA,,Medicago sativa L.,COSTERA SP INTA (CANCELADO),3,VII,FO,1990/06/15,1990/06/15,2005/06/15,N,ARG,INTA E.E.A.MANFREDI,MOSCIARO ARISTIDES DANTE,,
9164,ALFALFA,,Medicago sativa L.,COYUNDA,3,,FO,2010/12/17,2012/04/03,2032/04/03,S,ARG,INTEGRAL INSUMOS S.CINTEGRALFA,JORGE BASANO,,
1168,ALFALFA,,Medicago sativa L.,CUF 101,4,IX,FO,1983/02/14,0000/00/00,0000/00/00,,USA,,,,
8944,ALFALFA,,Medicago sativa L.,CW 1010,3,X,FO,2005/02/25,2005/03/07,2025/03/07,S,USA,CAL/WEST SEEDS SRL,COLLAZO JOSE MARIA,,
10185,ALFALFA,,Medicago sativa L.,CW 194,3,,FO,2007/10/20,2007/10/25,2027/10/20,S,USA,CAL WEST SEEDS,CAL/WEST SEEDS SRL,,
8966,ALFALFA,,Medicago sativa L.,CW 620,3,VI,FO,2005/11/17,2005/11/17,2025/11/17,S,USA,CAL/WEST SEEDS SRL,COLLAZO JOSE MARIA,,
8967,ALFALFA,,Medicago sativa L.,CW 830,3,VIII,FO,2005/11/17,2005/11/17,2025/11/17,S,USA,CAL/WEST SEEDS SRL,COLLAZO JOSE MARIA,,
8943,ALFALFA,,Medicago sativa L.,CW 900,3,IX,FO,2005/02/25,2005/03/07,2025/03/07,N,USA,CAL/WEST SEEDS SRL,COLLAZO JOSE MARIA,,
14805,ALFALFA,,Medicago sativa L.,CW194PREMIUM,1,,FO,2013/10/18,0000/00/00,0000/00/00,,USA,CALWEST SEEDS LLC,CALWEST SEEDS SRL,,
16036,ALFALFA,,Medicago sativa L.,CW197,1,,FO,2015/11/24,0000/00/00,0000/00/00,,USA,ALFOREX SEEDS,CALWEST SEEDS SRL,,
12783,ALFALFA,,Medicago sativa L.,CW590,1,,FO,2011/01/06,0000/00/00,0000/00/00,,USA,CAL/WEST SEEDS,CAL/WEST SEEDS SRL,,
13339,ALFALFA,,Medicago sativa L.,CW660,3,,FO,2011/11/24,2012/04/03,2032/04/03,S,USA,CAL/WEST SEEDS,CAL/WEST SEEDS SRL,,
14806,ALFALFA,,Medicago sativa L.,CW809,1,,FO,2013/10/18,0000/00/00,0000/00/00,,USA,CALWEST SEEDS LLC,CALWEST SEEDS SRL,,
13338,ALFALFA,,Medicago sativa L.,CW815,1,,FO,2011/10/07,0000/00/00,0000/00/00,,USA,CAL/WEST SEEDS,CAL/WEST SEEDS SRL,,
9074,ALFALFA,,Medicago sativa L.,DAKOTA,3,IV,FO,2005/09/08,2005/09/08,2025/09/08,S,USA,GREAT PLAINS RESEARCH COMPANY,"CULLEN, TOMAS RAFAEL MARIA",,
2417,ALFALFA,,Medicago sativa L.,DART,3,III,FO,1992/11/16,1992/09/01,2005/04/30,N,USA,AGRIPRO SA,LOVATO MULCAHY MIGUEL ALFREDO,,
1169,ALFALFA,,Medicago sativa L.,DAWSON,4,IV,FO,1983/02/14,0000/00/00,0000/00/00,,USA,,,,
2924,ALFALFA,,Medicago sativa L.,DEFI,1,IV,FO,1993/11/03,0000/00/00,0000/00/00,,FRA,,CULLEN TOMAS RAFAEL MARIA,,
1975,ALFALFA,,Medicago sativa L.,DIAMOND,3,VII,FO,1993/12/21,1993/12/21,2004/11/28,N,USA,AGRIPRO SA,MULCAHY MIGUEL A.,,
3383,ALFALFA,,Medicago sativa L.,DIANE,3,IV,FO,1995/08/22,1995/08/22,2015/08/22,N,FRA,GIE RECHERCHE VERNUIL SEMUNION,LAGUARIGUE DANIEL,,
1785,ALFALFA,,Medicago sativa L.,DK 120,1,III,FO,1988/05/26,0000/00/00,0000/00/00,,USA,DEKALB ARGENTINA S.A.,AGRASAR JORGE RAMON ENRIQUE,,
1786,ALFALFA,,Medicago sativa L.,DK 135,1,IV,FO,1988/05/26,0000/00/00,0000/00/00,,USA,DEKALB ARGENTINA S.A.,AGRASAR JORGE RAMON ENRIQUE,,
3632,ALFALFA,,Medicago sativa L.,DK 166,3,VI,FO,1995/03/06,1995/03/06,2015/03/06,N,USA,DEKALB ARGENTINA S.A.,GHERGO HORACIO JORGE,,
1787,ALFALFA,,Medicago sativa L.,DK 167 R,1,VI,FO,1988/05/26,0000/00/00,0000/00/00,,USA,DEKALB ARGENTINA S.A.,AGRASAR JORGE RAMON ENRIQUE,,
2434,ALFALFA,,Medicago sativa L.,DK 170,3,VII,FO,1991/12/30,1992/05/14,2012/05/14,N,USA,DEKALB ARGENTINA S.A.,DEKALB ARGENTINA S.A.,,
2044,ALFALFA,,Medicago sativa L.,DK 181,3,VIII,FO,1989/10/04,1989/10/04,2004/10/04,N,USA,DEKALB ARGENTINA S.A.,NIDER FABIO,,
1788,ALFALFA,,Medicago sativa L.,DK 187,1,VIII,FO,1988/05/26,0000/00/00,0000/00/00,,USA,DEKALB ARGENTINA S.A.,AGRASAR JORGE RAMON ENRIQUE,,
2709,ALFALFA,,Medicago sativa L.,DK 189,1,VIII,FO,1993/01/21,0000/00/00,0000/00/00,,USA,DEKALB ARGENTINA S.A.,GHERGO HORACIO JORGE,,
2045,ALFALFA,,Medicago sativa L.,DK 192,3,IX,FO,1989/10/04,1989/10/04,2004/10/04,N,USA,DEKALB ARGENTINA S.A.,NIDER FABIO,,
7680,ALFALFA,,Medicago sativa L.,DK 194,3,IX,FO,2002/06/19,2002/06/19,2022/06/19,S,ARG,MONSANTO ARGENTINA S.A.,ALVAREZ ARANCEDO MIGUEL,,
4931,ALFALFA,,Medicago sativa L.,DK177,3,VII,FO,1997/10/20,1997/10/20,2017/10/20,N,USA,DEKALB ARGENTINA S.A.,GHERGO HORACIO JORGE,,
5432,ALFALFA,,Medicago sativa L.,DK180ML,3,VIII,FO,1997/12/09,1997/12/09,2017/12/09,N,USA,DEKALB ARGENTINA S.A.,GHERGO JORGE HORACIO,,
5433,ALFALFA,,Medicago sativa L.,DK191,3,IX,FO,1997/12/09,1997/12/09,2017/12/09,N,USA,DEKALB ARGENTINA S.A.,GHERGO JORGE HORACIO,,
5431,ALFALFA,,Medicago sativa L.,DK193,3,IX,FO,1997/12/09,1997/12/09,2017/12/09,N,USA,DEKALB ARGENTINA S.A.,GHERGO JORGE HORACIO,,
8182,ALFALFA,,Medicago sativa L.,DON ARSENIO 07,1,VII,FO,2004/02/10,0000/00/00,0000/00/00,,ARG,AGROGANADERA DON ARSENIO,RABAGO GRACIELA INES,,
11269,ALFALFA,,Medicago sativa L.,DON ARSENIO 09,1,,FO,2008/12/30,0000/00/00,0000/00/00,,ARG,RABAGO GRACIELA INES,RABAGO GRACIELA INES,,
9745,ALFALFA,,Medicago sativa L.,DON ENRIQUE,3,,FO,2007/03/05,2007/03/05,2027/03/05,S,ARG,ARAUCA SEEDS,HIJANO EDGARDO,,
